日付,平均気圧(hPa),降水量(mm),平均気温(℃),最高気温(℃),最低気温(℃),平均風速(m/s),最多風向,日照時間(h),最深積雪(cm),天気概況昼,天気概況夜
2001/6/1,989.5,8.5,11.0,15.4,8.2,9.3,×,7.0,--,晴一時霧,晴後曇一時雨
2001/6/2,995.4,0.0,12.8,19.7,8.9,5.8,×,8.6,--,曇後晴,晴
2001/6/3,996.3,0.0,11.2,15.2,7.5,4.6,×,6.9,--,晴後曇,曇一時雨
2001/6/4,1001.4,0.0,11.2,18.5,8.5,6.2,×,13.5,--,晴,快晴
2001/6/5,1009.2,0.0,10.6,13.6,7.4,3.9,×,10.3,--,晴後一時曇,曇
2001/6/6,1009.7,--,12.2,14.3,10.9,4.7,×,0.1,--,曇,霧時々曇
2001/6/7,1010.2,--,13.1,17.1,10.2,3.2,×,9.2,--,曇時々晴一時霧,薄曇後時々霧
2001/6/8,1013.4,--,10.3,15.8,6.8,3.1,×,11.9,--,晴一時霧,曇
2001/6/9,1013.5,0.0,8.1,10.3,6.9,3.5,×,4.5,--,晴時々曇,曇時々霧雨後一時雨
2001/6/10,1006.6,33.0,9.9,11.9,6.9,2.4,×,0,--,雨一時曇,大雨
2001/6/11,996.7,20.0,11.3,14.5,9.1,4.2,×,4.3,--,曇後晴一時霧,雨一時曇
2001/6/12,998.3,1.0,10.6,14.8,8.8,4.2,×,2.1,--,曇時々晴後一時雨,曇一時雨後晴
2001/6/13,1004.1,--,10.0,14.2,7.1,3.4,×,5.6,--,晴時々曇,曇後時々晴
2001/6/14,1005.5,--,9.6,13.9,6.6,3.5,×,6.1,--,曇時々晴,曇後晴一時霧
2001/6/15,1005.8,--,9.1,12.6,4.6,3.5,×,12.8,--,晴一時霧,晴
2001/6/16,1005.8,--,10.9,13.5,7.1,3.4,×,14.6,--,快晴,晴
2001/6/17,1004.2,--,12.3,16.2,9.2,2.6,×,12.2,--,晴,快晴
2001/6/18,1002.2,0.0,14.8,19.6,10.3,3.7,×,10.5,--,晴後薄曇,曇後時々雨
2001/6/19,1001.2,3.0,13.1,16.0,10.5,4.4,×,0,--,曇時々雨,雨時々曇
2001/6/20,1002.9,3.5,9.4,10.8,7.3,5.9,×,0,--,曇一時雨,曇一時雨
2001/6/21,1008.6,0.0,7.8,9.7,6.7,3.4,×,0.2,--,曇,曇
2001/6/22,1008.2,--,9.5,12.3,7.3,2.7,×,5.0,--,曇時々晴,曇後一時霧
2001/6/23,1006.5,--,9.2,11.9,8.0,3.0,×,4.0,--,霧,霧
2001/6/24,1002.2,--,13.9,19.9,6.6,3.7,×,13.3,--,晴,晴
2001/6/25,997.4,--,18.9,26.5,12.9,3.1,×,11.6,--,晴,晴
2001/6/26,999.5,--,16.2,22.1,11.8,3.4,×,10.5,--,晴後曇,曇一時霧
2001/6/27,996.5,--,14.5,17.0,11.8,2.3,×,×,--,曇後時々霧,曇後時々霧
2001/6/28,994.3,0.0,17.9,25.3,13.0,2.4,×,7.7,--,霧後晴,晴
2001/6/29,997.7,0.0,16.6,20.1,13.2,2.8,×,0.6,--,曇時々雨,曇一時雨後晴、霧を伴う
2001/6/30,999.9,--,17.7,22.8,12.7,3.1,×,11.0,--,晴後一時曇,曇後一時雨
