日付,平均気圧(hPa),降水量(mm),平均気温(℃),最高気温(℃),最低気温(℃),平均風速(m/s),最多風向,日照時間(h),最深積雪(cm),天気概況昼,天気概況夜
1999/10/1,1015.5,--,14.2,18.7,11.1,3.0,×,7.8,--,晴後曇,曇
1999/10/2,1008.1,41.5,12.6,15.7,10.3,4.0,×,0,--,曇後雨,曇時々雨
1999/10/3,997.7,0.0,14.1,19.0,7.6,6.4,×,6.6,--,晴一時雨,晴
1999/10/4,1016.4,--,11.3,16.7,3.7,3.2,×,10.9,--,快晴,快晴
1999/10/5,1017.8,--,10.8,15.7,4.2,2.1,×,2.2,--,曇,曇後晴
1999/10/6,1014.7,--,11.7,17.5,5.3,2.3,×,10.0,--,晴後薄曇,曇後一時霧雨
1999/10/7,1008.1,0.5,12.7,17.2,7.6,1.8,×,0,--,曇一時雨,曇後一時晴
1999/10/8,1002.7,1.5,13.7,18.1,8.9,3.2,×,3.6,--,晴時々曇一時雨,雨一時曇後晴
1999/10/9,1015.5,--,11.1,15.6,5.0,3.4,×,10.7,--,晴,快晴
1999/10/10,1019.0,--,11.5,16.9,2.8,4.2,×,9.8,--,晴後時々薄曇,薄曇後晴
1999/10/11,1015.1,10.5,15.5,17.8,8.4,5.0,×,2.3,--,曇後時々雨,雨後曇
1999/10/12,1011.5,1.0,17.0,20.6,11.2,4.5,×,0,--,曇一時晴,曇後晴
1999/10/13,1015.2,5.5,12.2,18.1,6.0,2.9,×,1.7,--,曇,雨後一時曇
1999/10/14,1009.9,0.0,11.3,18.2,5.8,4.4,×,4.1,--,曇時々晴,晴後一時曇
1999/10/15,1012.0,1.5,9.6,15.4,2.0,5.4,×,0,--,曇後雨,雨時々曇
1999/10/16,1000.7,1.0,12.0,15.9,7.9,5.2,×,6.9,--,晴後一時曇,曇時々晴
1999/10/17,1006.6,--,7.3,10.2,3.5,5.7,×,9.3,--,晴,快晴
1999/10/18,1014.6,--,8.1,11.6,3.5,4.4,×,10.5,--,快晴,快晴
1999/10/19,1021.8,--,7.1,13.0,-0.3,2.5,×,10.4,--,快晴,晴
1999/10/20,1018.3,1.0,9.4,13.4,1.1,4.8,×,1.8,--,曇一時雨,曇時々雨
1999/10/21,1015.4,0.5,12.4,13.6,11.0,2.5,×,0,--,雨時々曇,曇一時雨
1999/10/22,1017.1,--,12.9,15.1,11.6,4.8,×,3.3,--,曇後一時晴,曇後一時雨
1999/10/23,1004.9,2.0,10.8,14.9,7.3,7.9,×,3.6,--,曇一時雨後晴,晴
1999/10/24,1005.8,--,9.5,12.7,6.5,6.5,×,9.1,--,晴,晴
1999/10/25,1016.1,--,9.4,14.5,4.4,2.7,×,9.5,--,晴後一時曇,曇後晴
1999/10/26,1019.2,--,8.7,13.5,3.9,2.4,×,5.3,--,晴一時曇,曇時々霧
1999/10/27,1017.7,0.0,10.8,15.3,4.5,3.6,×,3.6,--,曇,曇後雨
1999/10/28,1000.3,58.5,12.4,13.6,11.8,8.7,×,0,--,大雨,雨後曇
1999/10/29,1002.5,--,12.0,16.2,7.9,6.0,×,7.3,--,晴,晴後曇
1999/10/30,1009.8,--,10.2,15.3,6.8,3.8,×,6.2,--,晴一時曇,快晴
1999/10/31,1017.7,0.5,9.2,11.8,3.1,3.0,×,8.1,--,薄曇,曇後時々雨
