日付,平均気圧(hPa),降水量(mm),平均気温(℃),最高気温(℃),最低気温(℃),平均風速(m/s),最多風向,日照時間(h),最深積雪(cm),天気概況昼,天気概況夜
2003/6/1,993.4,39.0,11.9,13.2,10.1,6.4,×,0,--,雨後一時曇,曇時々雨
2003/6/2,992.3,0.0,12.5,18.3,8.9,5.0,×,9.1,--,晴一時曇,晴
2003/6/3,997.4,0.0,11.3,15.4,7.6,8.7,×,10.3,--,晴一時曇、大風を伴う,曇一時晴、大風を伴う
2003/6/4,1000.2,--,11.0,15.7,7.5,8.0,×,8.6,--,晴時々曇,晴
2003/6/5,1006.2,--,9.8,14.5,6.2,3.6,×,12.3,--,晴,快晴
2003/6/6,1009.4,--,9.5,14.6,2.8,3.0,×,14.3,--,晴,曇一時晴
2003/6/7,1012.8,--,9.9,13.6,7.2,2.5,×,4.8,--,曇後晴,曇後一時霧雨
2003/6/8,1015.9,0.0,10.6,15.4,7.3,2.2,×,0.5,--,曇一時霧雨,曇後一時霧
2003/6/9,1017.9,--,7.4,11.0,5.1,2.6,×,6.7,--,霧時々晴,霧
2003/6/10,1013.6,0.0,9.0,12.4,5.1,4.3,×,0.4,--,霧後曇,薄曇後霧
2003/6/11,1006.8,0.0,10.5,13.0,9.3,4.0,×,0.9,--,霧一時曇,曇後霧雨
2003/6/12,1006.8,0.5,12.0,14.1,9.7,4.4,×,3.6,--,曇一時晴、霧を伴う,雨、霧を伴う
2003/6/13,1000.5,18.0,13.8,15.9,11.3,3.3,×,0,--,雨、霧を伴う,曇一時雨、霧を伴う
2003/6/14,998.3,5.0,13.6,18.6,9.5,4.7,×,0,--,曇,雨後曇
2003/6/15,1006.7,0.0,10.3,12.8,8.9,3.6,×,4.1,--,曇一時霧,霧
2003/6/16,1012.2,--,10.7,13.0,8.1,3.3,×,0.3,--,霧後曇,曇後霧雨一時霧
2003/6/17,1009.2,0.0,12.8,14.5,11.3,2.4,×,0,--,霧一時霧雨,霧
2003/6/18,1002.7,--,13.7,16.8,11.0,2.7,×,9.7,--,晴一時霧,晴
2003/6/19,1001.6,--,15.2,20.6,10.7,2.7,×,12.8,--,晴時々薄曇,晴後曇一時霧
2003/6/20,998.6,23.5,15.0,17.8,12.8,3.7,×,0,--,雨一時曇,大雨
2003/6/21,998.3,74.5,17.2,21.7,13.5,10.1,×,0.4,--,雨後曇、大風を伴う,曇後晴
2003/6/22,1007.5,--,16.4,24.6,11.3,5.8,×,12.6,--,晴,曇後一時晴
2003/6/23,1007.9,--,10.8,13.2,8.8,3.1,×,8.6,--,晴後一時霧,曇
2003/6/24,1006.2,--,9.9,13.4,6.6,2.6,×,3.6,--,曇後一時晴、霧を伴う,曇後一時霧雨、霧を伴う
2003/6/25,1004.5,0.0,10.2,15.2,8.2,2.7,×,0.1,--,曇一時霧雨,曇後時々霧雨
2003/6/26,1003.9,0.0,9.6,13.1,8.2,2.4,×,0,--,曇一時霧雨,霧雨一時曇
2003/6/27,1004.2,1.0,12.9,16.6,8.5,3.5,×,0.7,--,曇一時雨,晴
2003/6/28,1003.1,--,13.1,19.6,8.7,4.0,×,12.1,--,晴後一時曇,曇
2003/6/29,1001.0,14.0,11.1,12.7,9.7,2.1,×,0,--,曇後雨,雨後霧雨
2003/6/30,1003.5,1.0,10.1,12.4,9.1,1.9,×,0,--,曇時々雨,曇一時霧雨
