日付,平均気圧(hPa),降水量(mm),平均気温(℃),最高気温(℃),最低気温(℃),平均風速(m/s),最多風向,日照時間(h),最深積雪(cm),天気概況昼,天気概況夜
2000/9/1,1004.1,2.0,21.0,24.8,19.1,2.1,×,0.6,--,曇後一時雨、霧を伴う,雨
2000/9/2,994.7,12.0,18.8,20.7,16.8,5.9,×,0,--,雨,雨
2000/9/3,1000.7,4.0,17.8,21.8,14.8,8.2,×,5.8,--,晴一時雨,曇後一時雨
2000/9/4,1007.0,0.0,18.2,23.1,13.8,5.6,×,11.6,--,晴,晴後曇
2000/9/5,1006.9,--,15.8,19.6,13.0,2.5,×,3.6,--,晴後曇,曇
2000/9/6,1005.4,12.0,15.9,16.7,14.8,2.7,×,0,--,雨,曇一時雨、霧を伴う
2000/9/7,1006.4,--,17.8,20.9,15.8,2.5,×,4.3,--,曇時々晴一時霧,薄曇後晴
2000/9/8,1014.5,--,18.7,23.7,15.9,3.9,×,4.6,--,曇一時晴,曇
2000/9/9,1017.3,8.0,15.5,17.8,13.3,2.8,×,0,--,曇後雨,雨後一時曇
2000/9/10,1010.8,2.0,14.3,15.8,12.5,2.9,×,0,--,曇後一時雨,曇
2000/9/11,1012.7,1.0,15.9,18.7,14.1,2.5,×,0,--,曇,雨時々曇
2000/9/12,1011.7,14.5,15.8,18.5,14.5,3.4,×,1.5,--,雨後曇,曇
2000/9/13,1015.9,0.5,16.7,19.9,15.4,1.5,×,0.2,--,曇後雨,曇時々雨
2000/9/14,1012.4,0.5,15.6,17.1,14.6,3.1,×,0,--,霧雨時々曇,曇
2000/9/15,1012.2,0.5,15.0,16.2,14.5,3.3,×,0,--,霧雨時々曇,霧雨時々雨
2000/9/16,1007.9,3.0,17.5,19.8,14.5,3.2,×,0,--,霧雨一時雨、霧を伴う,霧時々霧雨
2000/9/17,1001.8,1.0,19.5,20.3,18.3,5.3,×,0,--,霧時々雨,霧雨一時雨
2000/9/18,1000.5,9.0,20.8,26.8,16.9,3.3,×,1.3,--,曇時々雨後一時晴,晴後一時霧
2000/9/19,1012.0,--,17.2,22.2,12.0,2.5,×,11.9,--,快晴,晴
2000/9/20,1016.2,--,17.3,24.0,11.8,2.4,×,10.3,--,晴,晴後一時霧
2000/9/21,1013.9,--,17.1,22.8,10.2,2.7,×,10.8,--,晴一時薄曇,晴
2000/9/22,1016.4,--,15.8,22.3,9.6,2.4,×,11.7,--,晴,晴後一時曇
2000/9/23,1018.1,--,14.1,19.4,8.2,2.9,×,4.2,--,曇一時晴,曇
2000/9/24,1013.9,4.0,14.6,17.0,13.2,3.8,×,0,--,曇後雨,雨
2000/9/25,1002.0,55.5,13.3,14.4,12.2,6.1,×,0.1,--,雨,晴後曇一時雨
2000/9/26,1000.2,1.0,14.4,17.7,11.2,2.8,×,0,--,曇時々雨,曇時々雨後一時霧
2000/9/27,1000.3,0.0,14.7,18.0,10.4,2.1,×,4.0,--,曇時々雨一時霧,曇時々雨
2000/9/28,1003.6,0.0,14.7,18.8,10.8,4.3,×,4.2,--,曇一時雨後晴,晴
2000/9/29,1009.6,--,13.4,17.4,8.1,2.9,×,8.2,--,晴後一時曇,晴後曇
2000/9/30,1016.3,--,13.6,17.5,9.8,2.5,×,6.3,--,晴,晴時々曇
