日付,平均気圧(hPa),降水量(mm),平均気温(℃),最高気温(℃),最低気温(℃),平均風速(m/s),最多風向,日照時間(h),最深積雪(cm),天気概況昼,天気概況夜
2001/3/1,1005.5,--,-0.1,3.4,-3.1,5.8,×,6.9,9,晴後薄曇,曇一時雪
2001/3/2,1010.4,0.0,-4.4,-0.9,-8.7,6.8,×,6.8,7,晴一時曇,晴
2001/3/3,1017.1,--,-5.1,-1.3,-12.8,4.9,×,10.5,7,晴,晴後曇
2001/3/4,1002.6,45.0,-0.2,4.8,-6.8,9.8,×,0,14,雪後時々雨一時みぞれ,雨後曇
2001/3/5,982.2,0.5,0.8,3.5,-1.5,9.1,×,10.2,5,晴,晴後一時曇
2001/3/6,996.0,--,-2.7,2.2,-7.7,7.0,×,10.3,0,晴,快晴
2001/3/7,1000.2,0.5,-6.7,-4.1,-9.5,6.3,×,0,3,雪一時曇,曇一時雪
2001/3/8,999.6,--,-6.4,-2.4,-9.0,7.0,×,9.3,3,薄曇,曇後晴
2001/3/9,1005.4,--,-9.2,-5.3,-12.2,6.3,×,7.9,1,曇時々晴,晴
2001/3/10,1010.7,--,-10.3,-4.5,-13.6,5.0,×,9.8,0,晴,快晴
2001/3/11,1013.6,0.0,-9.3,-3.6,-14.1,5.0,×,10.9,--,晴,晴後曇一時雪
2001/3/12,1013.8,0.0,-9.4,-3.7,-13.9,4.1,×,3.7,--,雪,晴一時曇
2001/3/13,1017.2,--,-8.3,-3.9,-13.7,3.7,×,11.1,--,快晴,晴後曇
2001/3/14,1011.9,0.0,-2.9,2.0,-10.8,4.1,×,3.1,--,曇一時雪,曇後一時雪
2001/3/15,998.8,3.5,-1.0,2.4,-5.1,6.1,×,0.5,3,雪一時雨後曇,晴一時曇
2001/3/16,1006.4,--,-2.1,2.7,-8.4,6.3,×,9.9,3,晴一時曇,晴
2001/3/17,1009.3,--,-1.4,3.4,-8.8,4.2,×,9.4,--,晴,曇後時々雪
2001/3/18,991.8,6.0,2.8,9.0,-1.0,5.4,×,5.4,7,雪後晴,晴一時雪
2001/3/19,990.8,--,3.5,6.5,1.0,11.0,×,11.2,--,晴,晴
2001/3/20,993.5,--,3.6,6.3,1.0,10.1,×,9.3,--,晴,晴時々薄曇
2001/3/21,994.9,--,2.5,6.3,0.4,11.8,×,8.5,--,晴,晴
2001/3/22,1004.4,--,1.1,3.0,-1.1,6.2,×,2.3,--,曇一時晴,曇後一時雨
2001/3/23,1003.3,1.0,2.7,6.5,0.5,9.8,×,9.7,--,晴,晴一時曇
2001/3/24,1008.9,--,1.5,3.9,0.3,6.7,×,6.2,--,晴後曇,曇
2001/3/25,1007.6,--,2.1,5.4,-0.7,3.6,×,2.8,--,曇,曇後雨
2001/3/26,995.7,23.5,2.4,6.1,-0.2,5.5,×,0,--,雨、霧を伴う,曇一時雨後晴
2001/3/27,996.9,--,2.2,6.3,-1.3,7.5,×,9.6,--,晴後一時曇,晴
2001/3/28,999.8,--,2.9,6.2,0.8,10.7,×,11.9,--,晴,晴
2001/3/29,1001.4,--,1.8,5.8,-1.6,5.7,×,8.0,--,晴,曇
2001/3/30,997.8,0.0,0.1,3.1,-1.2,5.9,×,0,--,雪後曇,晴時々曇
2001/3/31,1002.9,--,1.5,6.2,-1.2,6.1,×,8.5,--,晴一時曇,晴後曇
