日付,平均気圧(hPa),降水量(mm),平均気温(℃),最高気温(℃),最低気温(℃),平均風速(m/s),最多風向,日照時間(h),最深積雪(cm),天気概況昼,天気概況夜
2016/12/1,1009.5,28.0,3.7,9.1,-3.2,5.7,南南東,0.0,--,雨一時雪,曇一時霧後晴、大風を伴う
2016/12/2,999.7,0.0,3.1,6.0,0.8,14.6,西,6.4,--,晴、大風を伴う,晴、大風を伴う
2016/12/3,1013.8,--,3.6,6.4,0.9,9.5,西,8.7,--,快晴,晴
2016/12/4,1011.6,--,4.9,8.4,-0.5,4.4,南南西,5.6,--,晴後曇,曇後一時雨
2016/12/5,1003.2,1.0,4.0,9.4,1.5,3.9,北東,0.5,--,曇時々雨,曇後一時みぞれ
2016/12/6,997.0,6.0,0.5,2.7,-4.4,6.3,西北西,1.8,0,雨一時みぞれ後晴、大風を伴う,晴
2016/12/7,1008.7,--,-3.6,-1.4,-6.1,8.6,西,7.9,--,晴,晴
2016/12/8,1009.9,--,-2.6,1.4,-9.9,5.9,西,8.7,--,快晴,晴
2016/12/9,1004.3,12.5,-2.8,1.6,-8.1,5.7,北北東,0.0,12,雪時々曇一時みぞれ,曇一時雪後晴
2016/12/10,1002.5,--,-2.3,0.3,-6.5,6.2,北北西,6.6,11,晴時々曇,快晴
2016/12/11,1009.1,--,-5.9,-2.7,-10.6,6.2,西北西,8.5,10,晴,快晴
2016/12/12,1016.9,--,-3.6,0.7,-9.7,4.4,北東,8.5,9,快晴,晴後曇
2016/12/13,1010.5,2.0,-5.8,1.3,-11.4,4.6,北北東,0.8,12,雪後曇一時晴,晴後薄曇、霧を伴う
2016/12/14,1002.5,0.5,-3.9,-0.2,-7.3,5.7,北北東,0.7,11,曇後一時雪,曇後晴
2016/12/15,1002.9,--,-5.8,-2.0,-11.3,3.3,北,8.4,11,晴,曇後時々晴
2016/12/16,1002.4,0.0,-5.5,-1.3,-10.4,4.0,北北東,8.5,10,快晴,快晴
2016/12/17,1005.6,--,-6.3,-0.8,-14.3,5.3,西北西,8.5,10,晴,晴
2016/12/18,1008.4,--,-1.4,7.2,-13.2,6.3,西,7.7,10,晴、大風を伴う,晴
2016/12/19,1015.8,--,-2.0,2.7,-6.8,3.7,北北東,8.1,8,快晴,快晴
2016/12/20,1018.6,--,-2.5,4.4,-8.8,4.3,北北東,7.7,8,晴,晴後一時曇
2016/12/21,1022.1,0.0,-1.1,2.6,-4.7,3.4,北北東,4.7,8,曇一時雪後時々晴,薄曇一時晴
2016/12/22,1017.7,12.5,-2.3,0.3,-5.7,5.2,北東,0.0,27,曇後雪,雪
2016/12/23,997.4,6.5,-1.3,0.2,-3.1,8.7,北北東,0.0,29,雪時々曇,曇時々雪
2016/12/24,1014.0,1.0,-5.6,-2.4,-11.5,6.5,北北西,7.6,26,晴,快晴
2016/12/25,1020.0,--,-7.9,1.0,-15.8,3.3,西,8.5,25,晴,晴後一時薄曇
2016/12/26,1012.7,0.0,-3.3,5.2,-13.9,5.4,南南西,3.4,24,曇、大風を伴う,曇後一時雪
2016/12/27,1002.7,0.0,-2.7,1.6,-6.8,9.0,北北東,0.0,21,雪後曇,曇後晴
2016/12/28,1012.0,--,-7.8,-4.2,-13.7,5.4,北北西,8.6,21,快晴,晴後一時薄曇
2016/12/29,1005.6,2.5,-8.3,-2.3,-15.9,3.8,北北東,2.5,24,晴後一時雪,晴一時雪
2016/12/30,1009.5,0.0,-6.7,-0.8,-16.0,5.7,西,8.4,24,晴,晴、大風を伴う
2016/12/31,1012.9,--,-5.7,-0.7,-11.2,3.2,北東,8.6,23,快晴,快晴
