日付,平均気圧(hPa),降水量(mm),平均気温(℃),最高気温(℃),最低気温(℃),平均風速(m/s),最多風向,日照時間(h),最深積雪(cm),天気概況昼,天気概況夜
1998/6/1,997.4,0.5,10.9,18.9,5.1,5.6,×,5.8,--,晴後曇一時雨、雷を伴う,曇後晴
1998/6/2,1011.0,--,7.6,13.7,4.3,4.3,×,11.0,--,晴後一時曇,曇
1998/6/3,1014.3,1.5,7.0,9.4,5.2,3.0,×,10.0,--,晴時々曇,雨時々曇
1998/6/4,1009.7,21.0,5.9,7.0,5.0,3.8,×,0,--,雨,雨時々曇
1998/6/5,1011.9,3.5,7.9,11.8,4.7,2.6,×,0.9,--,曇一時雨,晴
1998/6/6,1014.4,--,6.3,11.7,1.7,2.9,×,13.9,--,晴後一時霧,霧
1998/6/7,1016.3,--,6.4,9.3,4.3,2.9,×,6.5,--,晴一時曇、霧を伴う,曇
1998/6/8,1017.9,--,7.3,9.8,4.8,2.6,×,7.6,--,晴一時曇,曇
1998/6/9,1019.6,0.0,9.7,12.5,7.9,2.4,×,1.7,--,曇,霧雨時々曇、霧を伴う
1998/6/10,1016.2,0.0,12.4,15.4,10.5,2.7,×,0.4,--,曇,曇時々霧一時霧雨
1998/6/11,1014.1,--,13.7,18.5,11.4,3.0,×,2.1,--,曇後一時晴,曇一時晴
1998/6/12,1015.1,0.0,10.2,13.5,7.3,2.8,×,3.8,--,曇後晴時々霧,曇時々雨一時霧
1998/6/13,1014.1,1.5,11.4,14.6,8.3,3.1,×,1.9,--,曇一時雨,曇
1998/6/14,1010.2,1.0,12.8,16.2,10.8,4.3,×,2.6,--,曇後時々雨,雨時々曇
1998/6/15,1001.4,25.5,11.5,13.4,9.0,6.9,×,0,--,雨一時霧雨、雷を伴う,雨一時霧雨、雷を伴う
1998/6/16,997.5,0.0,10.1,12.5,8.9,3.5,×,0,--,曇時々霧雨,霧後曇
1998/6/17,999.9,--,12.1,17.6,8.6,2.1,×,3.5,--,曇後時々晴,曇
1998/6/18,1005.0,--,13.6,17.0,11.6,2.0,×,4.9,--,曇時々晴,晴
1998/6/19,1007.3,--,14.0,17.1,9.3,2.6,×,12.9,--,晴後一時薄曇,曇後雨、霧を伴う
1998/6/20,1002.3,11.0,10.5,12.2,8.8,6.3,×,0,--,雨,曇時々雨
1998/6/21,1010.3,0.0,11.6,15.7,8.8,6.3,×,7.0,--,晴時々曇,曇
1998/6/22,1016.1,--,10.7,16.0,8.2,3.6,×,8.4,--,晴一時曇,晴後霧
1998/6/23,1017.1,0.0,8.5,11.7,6.1,2.5,×,2.6,--,曇一時霧,霧雨一時曇
1998/6/24,1016.4,0.0,10.5,13.5,7.6,2.7,×,5.8,--,曇後晴,晴後時々霧
1998/6/25,1013.5,0.0,12.7,16.0,10.0,3.0,×,0.1,--,曇後霧雨,霧雨後一時霧
1998/6/26,1009.6,0.0,13.0,14.9,10.0,3.0,×,0,--,霧一時霧雨,霧後雨
1998/6/27,999.8,21.5,15.4,17.3,13.3,1.8,×,0,--,雨一時曇,霧一時曇
1998/6/28,998.0,0.0,15.6,20.5,12.7,5.5,×,7.6,--,曇後晴,晴後曇
1998/6/29,1001.1,0.0,13.6,16.5,11.8,5.4,×,0,--,曇,曇
1998/6/30,1004.7,--,13.6,16.1,11.0,2.2,×,7.5,--,晴時々曇,曇
